Agent,Episode,Social Preference Score
Orange01,1,0.15862068965517243
Orange01,2,0.28517241379310343
Orange01,3,0.9003448275862069
Orange01,4,0.33379310344827584
Orange01,5,1.0
Orange01,6,0.6372413793103449
Orange01,7,0.0
Orange01,8,1.0
Orange01,9,1.0
Orange01,10,0.38448275862068965
Orange01,11,0.18586206896551724
Orange01,12,0.7941379310344827
Orange01,13,0.4324137931034483
Orange01,14,0.31448275862068964
Orange01,15,0.43310344827586206
Orange01,16,0.14862068965517242
Orange01,17,0.3906896551724138
Orange01,18,0.7120689655172414
Orange01,19,0.9113793103448276
Orange01,20,0.7475862068965518
Orange01,21,0.14620689655172414
Orange01,22,0.0
Orange01,23,0.14862068965517242
Orange01,24,0.3386206896551724
Orange01,25,0.8517241379310345
Orange01,26,0.6596551724137931
Orange01,27,0.5106896551724138
Orange01,28,0.4289655172413793
Orange01,29,0.49275862068965515
Orange01,30,0.6637931034482759
Orange01,31,0.3913793103448276
Orange01,32,0.7913793103448276
Orange01,33,0.8806896551724138
Orange01,34,0.0
Orange01,35,0.9172413793103448
Orange01,36,0.4096551724137931
Orange01,37,0.579655172413793
Orange01,38,0.8106896551724138
Orange01,39,1.0
Orange01,40,0.8086206896551724
Orange01,41,0.26620689655172414
Orange01,42,0.0
Orange01,43,0.7941379310344827
Orange01,44,0.49
Orange01,45,0.5482758620689655
Orange01,46,0.0
Orange01,47,0.6993103448275862
Orange01,48,0.10793103448275862
Orange01,49,0.5810344827586207
Orange01,50,0.4182758620689655
Orange01,51,0.4106896551724138
Orange01,52,0.31862068965517243
Orange01,53,0.16655172413793104
Orange01,54,0.4555172413793103
Orange01,55,0.7079310344827586
Orange01,56,0.6420689655172414
Orange01,57,1.0
Orange01,58,0.4579310344827586
Orange01,59,0.6048275862068966
Orange01,60,0.061724137931034484
Orange01,61,0.33793103448275863
Orange01,62,0.5724137931034483
Orange01,63,0.9827586206896551
Orange01,64,0.0
Orange01,65,0.0
Orange01,66,0.33275862068965517
Orange01,67,0.733103448275862
Orange01,68,0.6910344827586207
Orange01,69,0.23517241379310344
Orange01,70,0.8855172413793103
Orange01,71,0.7248275862068966
Orange01,72,0.613448275862069
Orange01,73,0.9737931034482759
Orange01,74,0.7775862068965518
Orange01,75,0.0
Orange01,76,0.0
Orange01,77,0.4362068965517241
Orange01,78,0.9703448275862069
Orange01,79,0.5817241379310345
Orange01,80,0.6934482758620689
Orange01,81,0.5920689655172414
Orange01,82,0.47586206896551725
Orange01,83,0.37689655172413794
Orange01,84,0.6758620689655173
Orange01,85,0.6996551724137932
Orange01,86,0.5655172413793104
Orange01,87,1.0
Orange01,88,0.8193103448275862
Orange01,89,0.36137931034482756
Orange01,90,0.5806896551724138
Orange01,91,0.5279310344827586
Orange01,92,0.012413793103448275
